#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NC_017448.1	77693	78892	+	34754057	-	FSU_RS00345	WP_014544931.1	399	hypothetical protein
chr	NC_017448.1	78993	80819	+	34754058	-	FSU_RS00350	WP_014544932.1	608	hypothetical protein
chr	NC_017448.1	81106	82080	-	34754059	-	FSU_RS00355	WP_015732422.1	324	peptidase
chr	NC_017448.1	82095	83915	-	34754060	-	FSU_RS00360	WP_014544934.1	606	elongation factor 4
chr	NC_017448.1	84075	84599	+	34754061	-	FSU_RS00365	WP_014544935.1	174	peptidylprolyl isomerase
chr	NC_017448.1	85795	86448	-	34754062	-	FSU_RS00375	WP_015732425.1	217	repressor LexA
chr	NC_017448.1	87189	87875	-	34754064	-	FSU_RS00385	WP_014544937.1	228	hypothetical protein
chr	NC_017448.1	87935	90214	-	34754065	-	FSU_RS00390	WP_015732427.1	759	spore coat protein CotH
chr	NC_017448.1	90412	91248	-	34754066	-	FSU_RS00395	WP_015732428.1	278	class I SAM-dependent methyltransferase
chr	NC_017448.1	91245	91766	-	34754067	-	FSU_RS00400	WP_014544940.1	173	hypothetical protein
chr	NC_017448.1	91840	92769	-	34754068	-	FSU_RS00405	WP_014544941.1	309	MULTISPECIES: alpha-E domain-containing protein
chr	NC_017448.1	92794	94287	-	34754069	-	FSU_RS00410	WP_014544942.1	497	circularly permuted type 2 ATP-grasp protein
chr	NC_017448.1	94320	95201	-	34754070	-	FSU_RS00415	WP_014544943.1	293	transglutaminase family protein
chr	NC_017448.1	95203	97605	-	34754071	-	FSU_RS00420	WP_014544944.1	800	hypothetical protein
chr	NC_017448.1	97861	99501	+	34754072	-	FSU_RS00425	WP_015732429.1	546	MULTISPECIES: acetolactate synthase large subunit
chr	NC_017448.1	99953	101746	-	34754073	-	FSU_RS00430	WP_015732431.1	597	aspartate--tRNA ligase
chr	NC_017448.1	101898	102482	-	34754074	-	FSU_RS00435	WP_015732432.1	194	hypothetical protein
chr	NC_017448.1	102516	102722	-	34754075	-	FSU_RS00440	WP_041260306.1	68	hypothetical protein
chr	NC_017448.1	102736	103338	+	34754076	-	FSU_RS00445	WP_014544947.1	200	MULTISPECIES: ATPase
chr	NC_017448.1	103348	103884	+	34754077	-	FSU_RS00450	WP_014544948.1	178	MULTISPECIES: hypothetical protein
chr	NC_017448.1	103902	105659	+	34754078	-	FSU_RS00455	WP_014544949.1	585	MULTISPECIES: V-type ATP synthase subunit A
chr	NC_017448.1	105652	106953	+	34754079	-	FSU_RS00460	WP_014544950.1	433	MULTISPECIES: ATP synthase subunit B
chr	NC_017448.1	106955	107587	+	34754080	-	FSU_RS00465	WP_014544951.1	210	MULTISPECIES: V-type ATP synthase subunit D
chr	NC_017448.1	107584	109515	+	34754081	-	FSU_RS00470	WP_014544952.1	643	ATPase
chr	NC_017448.1	109555	110010	+	34754082	-	FSU_RS00475	WP_015732433.1	151	MULTISPECIES: ATP synthase subunit K
chr	NC_017448.1	110029	110484	+	34754083	-	FSU_RS00480	WP_014544954.1	151	MULTISPECIES: ATP synthase subunit K
chr	NC_017448.1	110620	111642	+	34754084	-	FSU_RS00485	WP_014544955.1	340	aminoglycoside phosphotransferase
chr	NC_017448.1	111642	112064	+	34754085	-	FSU_RS00490	WP_015732435.1	140	PTS galactitol transporter subunit IIC
chr	NC_017448.1	112104	113534	-	34754086	-	FSU_RS00495	WP_014544957.1	476	hypothetical protein
chr	NC_017448.1	113534	114253	-	34754087	-	FSU_RS00500	WP_014544958.1	239	hypothetical protein
chr	NC_017448.1	114263	114466	-	34754088	-	FSU_RS00505	WP_014544959.1	67	hypothetical protein
chr	NC_017448.1	114521	116602	-	34754089	-	FSU_RS00510	WP_014544960.1	693	methionine--tRNA ligase
chr	NC_017448.1	116619	117722	-	34754090	-	FSU_RS00515	WP_014544961.1	367	BspA family leucine-rich repeat surface protein
chr	NC_017448.1	117726	118370	-	34754091	-	FSU_RS00520	WP_014544962.1	214	hypothetical protein
chr	NC_017448.1	118405	120348	-	34754092	-	FSU_RS00525	WP_014544963.1	647	BspA family leucine-rich repeat surface protein
chr	NC_017448.1	120569	121090	+	34754093	-	FSU_RS00530	WP_014544964.1	173	nitroreductase
chr	NC_017448.1	121123	122706	+	34754094	-	FSU_RS00535	WP_014544965.1	527	bifunctional metallophosphatase/5\'-nucleotidase
chr	NC_017448.1	122780	124222	+	34754095	-	FSU_RS00540	WP_014544966.1	480	adenylosuccinate lyase
chr	NC_017448.1	124530	125012	+	34754096	-	FSU_RS00545	WP_041260309.1	160	hypothetical protein
chr	NC_017448.1	125144	126124	+	34754097	-	FSU_RS00550	WP_015732438.1	326	TIGR02172 family protein
chr	NC_017448.1	126131	127426	-	34754098	-	FSU_RS00555	WP_014544968.1	431	glutamate--cysteine ligase
chr	NC_017448.1	127436	128938	-	34754099	-	FSU_RS00560	WP_041917868.1	500	glutathione synthase
chr	NC_017448.1	129087	132485	+	34754100	mfd	FSU_RS00565	WP_014544970.1	1132	transcription-repair coupling factor
chr	NC_017448.1	132450	133178	-	34754101	-	FSU_RS00570	WP_014544971.1	242	TatD family hydrolase
chr	NC_017448.1	133319	133516	+	34754102	-	FSU_RS00575	WP_014544972.1	65	MULTISPECIES: hypothetical protein
chr	NC_017448.1	133619	135199	-	34754103	-	FSU_RS00580	WP_014544973.1	526	hypothetical protein
chr	NC_017448.1	135380	136972	-	34757090	-	FSU_RS15800	WP_015732440.1	530	hypothetical protein
chr	NC_017448.1	137106	138176	+	34754104	-	FSU_RS00590	WP_014544975.1	356	hypothetical protein
chr	NC_017448.1	138169	138618	+	34754105	-	FSU_RS00595	WP_014544976.1	149	hypothetical protein
chr	NC_017448.1	138766	140223	+	34754106	-	FSU_RS00600	WP_014544977.1	485	MULTISPECIES: Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB
chr	NC_017448.1	140244	140636	+	34754107	-	FSU_RS00605	WP_014544978.1	130	hypothetical protein
chr	NC_017448.1	140680	141414	+	34754108	-	FSU_RS00610	WP_015732441.1	244	inosine monophosphate cyclohydrolase
chr	NC_017448.1	141492	142883	-	34754109	-	FSU_RS00615	WP_014544979.1	463	GntR family transcriptional regulator
chr	NC_017448.1	142887	144218	-	34754110	-	FSU_RS00620	WP_014544980.1	443	FADH(2)-oxidizing methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase TrmFO
chr	NC_017448.1	144220	144675	-	34754111	-	FSU_RS00625	WP_014544981.1	151	MULTISPECIES: hypothetical protein
chr	NC_017448.1	144693	145745	-	34754112	-	FSU_RS00630	WP_014544982.1	350	IMP cyclohydrolase
chr	NC_017448.1	145821	146729	-	34754113	-	FSU_RS00635	WP_014544983.1	302	hypothetical protein
chr	NC_017448.1	146847	147668	-	34754114	-	FSU_RS00640	WP_014544984.1	273	hypothetical protein
chr	NC_017448.1	147876	149126	-	34754115	glgC	FSU_RS00645	WP_014544985.1	416	MULTISPECIES: glucose-1-phosphate adenylyltransferase
chr	NC_017448.1	149280	151835	-	34754116	-	FSU_RS00650	WP_015732442.1	851	cellulase
chr	NC_017448.1	152051	152626	-	34754117	-	FSU_RS00655	WP_041260313.1	191	MULTISPECIES: hypothetical protein
chr	NC_017448.1	153000	154478	+	34754118	-	FSU_RS00660	WP_014544986.1	492	DNA methyltransferase
chr	NC_017448.1	154475	155389	+	34754119	-	FSU_RS00665	WP_014544987.1	304	type II restriction endonuclease BsuBI
chr	NC_017448.1	155446	156198	-	34754120	-	FSU_RS00670	WP_014544988.1	250	hypothetical protein
chr	NC_017448.1	156238	159807	-	34754121	nifJ	FSU_RS00675	WP_014544989.1	1189	pyruvate:ferredoxin (flavodoxin) oxidoreductase
chr	NC_017448.1	159949	160632	-	34754122	-	FSU_RS00680	WP_015732444.1	227	N-formylglutamate amidohydrolase
chr	NC_017448.1	160632	161327	-	34754123	-	FSU_RS00685	WP_015732445.1	231	MULTISPECIES: hypothetical protein
chr	NC_017448.1	161651	162247	+	34754124	-	FSU_RS00690	WP_014544992.1	198	hypothetical protein
chr	NC_017448.1	162250	162846	+	34754125	-	FSU_RS00695	WP_014544993.1	198	hypothetical protein
chr	NC_017448.1	162922	164736	-	34754126	-	FSU_RS00700	WP_014544994.1	604	arabinosidase
chr	NC_017448.1	164901	165992	+	34754127	-	FSU_RS00705	WP_015732446.1	363	two-component system response regulator
chr	NC_017448.1	165989	169978	+	34754128	-	FSU_RS00710	WP_014544996.1	1329	hybrid sensor histidine kinase/response regulator
chr	NC_017448.1	169956	170195	-	34754129	-	FSU_RS00715	WP_014544997.1	79	zinc ribbon domain-containing protein
chr	NC_017448.1	170300	171208	+	34754130	-	FSU_RS00720	WP_014544998.1	302	hypothetical protein
chr	NC_017448.1	171371	172369	-	34754131	fba	FSU_RS00725	WP_014544999.1	332	MULTISPECIES: fructose-1,6-bisphosphate aldolase, class II
chr	NC_017448.1	172550	173434	-	34754132	-	FSU_RS00730	WP_015732448.1	294	flagellar motor protein MotB
chr	NC_017448.1	173447	173830	-	34754133	-	FSU_RS00735	WP_015732449.1	127	hypothetical protein
chr	NC_017448.1	173974	175098	+	34757091	-	FSU_RS15805	WP_015732450.1	374	hypothetical protein
chr	NC_017448.1	175204	175518	-	34754134	-	FSU_RS00745	WP_015732451.1	104	hypothetical protein
chr	NC_017448.1	175762	177456	-	34754136	-	FSU_RS00755	WP_014545004.1	564	M3 family oligoendopeptidase
chr	NC_017448.1	177463	178140	-	34754137	-	FSU_RS00760	WP_014545005.1	225	hypothetical protein
chr	NC_017448.1	178198	180630	-	34757092	-	FSU_RS15810	WP_081441055.1	810	hypothetical protein
chr	NC_017448.1	180989	181585	+	34754138	-	FSU_RS00770	WP_014545006.1	198	MULTISPECIES: PadR family transcriptional regulator
chr	NC_017448.1	181827	184355	+	34754139	-	FSU_RS00775	WP_014545007.1	842	glycosyl transferase
chr	NC_017448.1	184480	185142	+	34754140	-	FSU_RS00780	WP_015732453.1	220	hypothetical protein
chr	NC_017448.1	185155	186447	-	34754141	-	FSU_RS00785	WP_014545009.1	430	PAS domain-containing protein
chr	NC_017448.1	186606	188300	-	34754142	-	FSU_RS00790	WP_014545010.1	564	MULTISPECIES: proline--tRNA ligase
chr	NC_017448.1	188359	189477	+	34754143	-	FSU_RS00795	WP_015732454.1	372	DUF2914 domain-containing protein
chr	NC_017448.1	189552	190871	+	34754144	-	FSU_RS00800	WP_014545012.1	439	hypothetical protein
chr	NC_017448.1	191037	192938	+	34754145	-	FSU_RS00805	WP_014545013.1	633	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG
chr	NC_017448.1	193071	193379	+	34754146	-	FSU_RS00810	WP_014545014.1	102	MULTISPECIES: hypothetical protein
chr	NC_017448.1	193588	193794	+	34754147	thiS	FSU_RS00815	WP_014545015.1	68	MULTISPECIES: thiamine biosynthesis protein ThiS
chr	NC_017448.1	193794	194438	+	34754148	thiF	FSU_RS00820	WP_014545016.1	214	thiamine biosynthesis protein ThiF
chr	NC_017448.1	194455	195225	+	34754149	-	FSU_RS00825	WP_015732455.1	256	MULTISPECIES: thiazole synthase
chr	NC_017448.1	195227	196489	+	34754150	-	FSU_RS00830	WP_015732456.1	420	2-iminoacetate synthase ThiH
chr	NC_017448.1	196618	197409	-	34754151	-	FSU_RS00835	WP_014545019.1	263	type II secretion system protein
chr	NC_017448.1	197588	198220	+	34754152	thiE	FSU_RS00840	WP_014545020.1	210	thiamine phosphate synthase
chr	NC_017448.1	198236	199060	+	34754153	-	FSU_RS00845	WP_015732457.1	274	type III pantothenate kinase
chr	NC_017448.1	199079	200569	+	34754154	-	FSU_RS00850	WP_014545022.1	496	hypothetical protein
chr	NC_017448.1	200841	202463	+	34754155	-	FSU_RS00855	WP_014545024.1	540	polysaccharide biosynthesis protein
chr	NC_017448.1	202497	204476	+	34754156	-	FSU_RS00860	WP_014545025.1	659	flagellar motor protein MotB
chr	NC_017448.1	204651	206807	+	34754157	-	FSU_RS00865	WP_014545026.1	718	capsular polysaccharide biosynthesis protein
chr	NC_017448.1	207016	209040	+	34754158	-	FSU_RS00870	WP_014545027.1	674	O-glycosyl hydrolase
chr	NC_017448.1	209089	209676	-	34754159	-	FSU_RS00875	WP_014545028.1	195	flavodoxin family protein
chr	NC_017448.1	209888	211030	-	34754160	dnaJ	FSU_RS00880	WP_014545029.1	380	molecular chaperone DnaJ
chr	NC_017448.1	211142	213043	-	34754161	dnaK	FSU_RS00885	WP_014545030.1	633	molecular chaperone DnaK
chr	NC_017448.1	213445	214041	+	34754162	-	FSU_RS00890	WP_014545031.1	198	hypothetical protein
chr	NC_017448.1	214088	214345	+	34754163	-	FSU_RS00895	WP_014545032.1	85	MULTISPECIES: type II toxin-antitoxin system Phd/YefM family antitoxin
chr	NC_017448.1	214338	214655	+	34754164	-	FSU_RS00900	WP_015732458.1	105	type II toxin-antitoxin system RelE/ParE family toxin
chr	NC_017448.1	214655	214888	+	34754165	-	FSU_RS00905	WP_014545033.1	77	DUF2442 domain-containing protein
chr	NC_017448.1	215141	215473	+	34754166	-	FSU_RS00910	WP_014545034.1	110	MULTISPECIES: type II toxin-antitoxin system antitoxin, RelB/DinJ family
chr	NC_017448.1	215470	215880	+	34754167	-	FSU_RS00915	WP_014545035.1	136	MULTISPECIES: putative toxin-antitoxin system toxin component, PIN family
chr	NC_017448.1	215975	218068	-	34754168	-	FSU_RS00920	WP_014545036.1	697	glycoside hydrolase
chr	NC_017448.1	218238	218939	-	34754169	grpE	FSU_RS00925	WP_014545037.1	233	nucleotide exchange factor GrpE
chr	NC_017448.1	219150	220289	+	34754170	-	FSU_RS00930	WP_014545038.1	379	hypothetical protein
chr	NC_017448.1	220321	220944	+	34754171	-	FSU_RS00935	WP_014545039.1	207	formate/nitrite transporter family protein
chr	NC_017448.1	221044	222681	-	34754172	-	FSU_RS00940	WP_015732460.1	545	carbohydrate-binding protein
chr	NC_017448.1	222815	223675	-	34754173	-	FSU_RS00945	WP_014545041.1	286	hypothetical protein
chr	NC_017448.1	223717	225000	-	34754174	-	FSU_RS00950	WP_014545042.1	427	putative DNA modification/repair radical SAM protein
chr	NC_017448.1	225448	226578	+	34754175	-	FSU_RS00955	WP_014545043.1	376	carbamoyl-phosphate synthase small subunit
chr	NC_017448.1	226571	229834	+	34754176	carB	FSU_RS00960	WP_014545044.1	1087	carbamoyl-phosphate synthase large subunit
chr	NC_017448.1	230033	230797	-	34754177	-	FSU_RS00965	WP_014545045.1	254	DUF2971 domain-containing protein
chr	NC_017448.1	230837	232015	-	34754178	-	FSU_RS00970	WP_014545046.1	392	hypothetical protein
chr	NC_017448.1	232533	232736	+	34754179	-	FSU_RS00975	WP_015732462.1	67	hypothetical protein
chr	NC_017448.1	232832	233032	+	34757132	-	FSU_RS16035	WP_081440913.1	66	hypothetical protein
chr	NC_017448.1	233073	234011	+	34754180	-	FSU_RS00980	WP_015732463.1	312	hypothetical protein
chr	NC_017448.1	234087	235583	-	34754181	-	FSU_RS00985	WP_014545048.1	498	xylanase
chr	NC_017448.1	235703	238288	-	34754182	-	FSU_RS00990	WP_015732464.1	861	helicase SNF2
chr	NC_017448.1	238489	240063	+	34754183	-	FSU_RS00995	WP_014545050.1	524	VWA domain-containing protein
chr	NC_017448.1	240153	242849	-	34754184	-	FSU_RS01000	WP_014545051.1	898	alkyl sulfatase
chr	NC_017448.1	243167	243646	-	34754185	-	FSU_RS01005	WP_014545052.1	159	isoprenylcysteine carboxylmethyltransferase family protein
chr	NC_017448.1	243788	244636	+	34754186	-	FSU_RS01010	WP_014545053.1	282	hypothetical protein
chr	NC_017448.1	244856	246718	-	34754187	-	FSU_RS01015	WP_014545054.1	620	phosphoenolpyruvate carboxykinase (GTP)
chr	NC_017448.1	246905	247963	+	34754188	-	FSU_RS01020	WP_014545055.1	352	MBL fold metallo-hydrolase
chr	NC_017448.1	247964	248638	-	34754189	-	FSU_RS01025	WP_014545056.1	224	radical SAM protein
chr	NC_017448.1	248672	249001	-	34754190	queD	FSU_RS01030	WP_014545057.1	109	6-carboxytetrahydropterin synthase QueD
chr	NC_017448.1	249003	249656	-	34754191	queC	FSU_RS01035	WP_014545058.1	217	MULTISPECIES: 7-cyano-7-deazaguanine synthase QueC
chr	NC_017448.1	249759	250424	-	34754192	bioD	FSU_RS01040	WP_014545059.1	221	dethiobiotin synthase
chr	NC_017448.1	250421	251626	-	34754193	bioF	FSU_RS01045	WP_014545060.1	401	8-amino-7-oxononanoate synthase
chr	NC_017448.1	251742	252524	-	34754194	-	FSU_RS01050	WP_014545061.1	260	6-carboxyhexanoate--CoA ligase
chr	NC_017448.1	252634	253947	+	34754195	-	FSU_RS01055	WP_014545062.1	437	GGDEF domain-containing protein
chr	NC_017448.1	253955	255286	-	34754196	bioA	FSU_RS01060	WP_014545063.1	443	adenosylmethionine--8-amino-7-oxononanoate transaminase
chr	NC_017448.1	255402	255983	-	34754197	-	FSU_RS01065	WP_014545064.1	193	MULTISPECIES: flavodoxin family protein
chr	NC_017448.1	255980	256528	-	34754198	-	FSU_RS01070	WP_014545065.1	182	alpha/beta hydrolase
chr	NC_017448.1	256765	257814	+	34754199	-	FSU_RS01075	WP_014545066.1	349	beta-glucanase
chr	NC_017448.1	258003	258482	+	34754200	-	FSU_RS01080	WP_014545067.1	159	MULTISPECIES: single-stranded DNA-binding protein
chr	NC_017448.1	258497	259444	+	34754201	-	FSU_RS01085	WP_015732466.1	315	hypothetical protein
chr	NC_017448.1	259464	260453	+	34754202	-	FSU_RS01090	WP_014545069.1	329	aspartate-semialdehyde dehydrogenase
chr	NC_017448.1	260595	261824	-	34754203	-	FSU_RS01095	WP_014545070.1	409	hypothetical protein
chr	NC_017448.1	261927	263042	-	34754204	-	FSU_RS01100	WP_014545071.1	371	aminopeptidase
chr	NC_017448.1	263144	264091	-	34754205	-	FSU_RS01105	WP_015732467.1	315	biopolymer transporter TonB
chr	NC_017448.1	264595	265818	+	34754206	alr	FSU_RS01110	WP_015732468.1	407	MULTISPECIES: alanine racemase
chr	NC_017448.1	265836	266396	+	34754207	-	FSU_RS01115	WP_014545073.1	186	methylated-DNA-
chr	NC_017448.1	266399	266812	-	34754208	-	FSU_RS01120	WP_014545074.1	137	MULTISPECIES: hypothetical protein
chr	NC_017448.1	267270	268934	+	34754209	-	FSU_RS01125	WP_014545075.1	554	MULTISPECIES: diphosphate--fructose-6-phosphate 1-phosphotransferase
chr	NC_017448.1	269360	270467	-	34754210	-	FSU_RS01130	WP_015732469.1	368	peptide chain release factor 2
chr	NC_017448.1	270574	271581	-	34754211	-	FSU_RS01135	WP_014545078.1	335	peptidyl-prolyl cis-trans isomerase
chr	NC_017448.1	271742	272605	+	34754212	-	FSU_RS01140	WP_015732470.1	287	MULTISPECIES: apolipoprotein acyltransferase
chr	NC_017448.1	272705	273730	+	34754213	-	FSU_RS01145	WP_014545080.1	341	agmatine deiminase family protein
chr	NC_017448.1	273841	274428	-	34754214	-	FSU_RS01150	WP_014545081.1	195	ribonuclease H
chr	NC_017448.1	274522	275043	+	34754215	-	FSU_RS01155	WP_015732471.1	173	hypothetical protein
chr	NC_017448.1	275046	275918	+	34754216	-	FSU_RS01160	WP_014545083.1	290	MULTISPECIES: PHP domain-containing protein
chr	NC_017448.1	275909	277975	+	34754217	-	FSU_RS01165	WP_014545084.1	688	hypothetical protein
chr	NC_017448.1	277993	278988	-	34754218	-	FSU_RS01170	WP_014545085.1	331	sodium:calcium antiporter
chr	NC_017448.1	278995	279987	-	34754219	-	FSU_RS01175	WP_015732473.1	330	PorT family protein
chr	NC_017448.1	280092	281630	+	34754220	-	FSU_RS01180	WP_014545087.1	512	leucyl aminopeptidase family protein
chr	NC_017448.1	281721	283556	+	34754221	-	FSU_RS01185	WP_014545088.1	611	glutamine-hydrolyzing GMP synthase
chr	NC_017448.1	283871	284887	-	34754222	-	FSU_RS01190	WP_014545089.1	338	MULTISPECIES: peptide ABC transporter permease
chr	NC_017448.1	284888	285718	-	34754223	dapB	FSU_RS01195	WP_014545090.1	276	dihydrodipicolinate reductase
